class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,x34,y34,z34,v34,x35,y35,z35,v35,x36,y36,z36,v36,x37,y37,z37,v37,x38,y38,z38,v38,x39,y39,z39,v39,x40,y40,z40,v40,x41,y41,z41,v41,x42,y42,z42,v42
num1,0.36727404594421387,1.1085906028747559,-1.06E-07,0,0.37376847863197327,0.9947794675827026,0.0044589,0,0.42106449604034424,0.9059586524963379,-0.000291951,0,0.4764394164085388,0.8650194406509399,-0.008739941,0,0.5189270377159119,0.8504481911659241,-0.016148357,0,0.43764230608940125,0.868818998,-0.002187438,0,0.5090669393539429,0.8286570906639099,-0.016232729,0,0.5326269268989563,0.8281124234199524,-0.027388792,0,0.5334043502807617,0.829253614,-0.033315741,0,0.4657776653766632,0.9188133478164673,-0.013579551,0,0.533416748,0.8871927261352539,-0.025740918,0,0.5294281840324402,0.908139169,-0.030557998,0,0.5025584101676941,0.9303141236305237,-0.031740732,0,0.48881372809410095,0.9744451642036438,-0.02479231,0,0.5429085493087769,0.9429919123649597,-0.028427206,0,0.5374944806098938,0.9579946398735046,-0.019771136,0,0.5140337944030762,0.9761574268341064,-0.012606714,0,0.503205419,1.030071496963501,-0.036615323,0,0.5461726188659668,0.9976291656494141,-0.02921981,0,0.5444347262382507,1.0047075748443604,-0.014079965,0,0.5275043249130249,1.0196441411972046,-0.00227179,0,0.689631462,0.7561632394790649,-1.55E-07,0,0.7040047645568848,0.6868547797203064,0.005944279,0,0.6922225952148438,0.612572432,-0.000263764,0,0.6595330238342285,0.5807560086250305,-0.007252607,0,0.6238975524902344,0.5795848369598389,-0.0167621,0,0.6995348930358887,0.5689069628715515,-0.030659148,0,0.67014426,0.4688999354839325,-0.04737284,0,0.6553205847740173,0.41603517532348633,-0.054557815,0,0.6447657942771912,0.371536523,-0.059520397,0,0.6767372488975525,0.5905424356460571,-0.04069094,0,0.6078895330429077,0.5336779952049255,-0.058227915,0,0.6082331538200378,0.572787881,-0.053930394,0,0.6265962719917297,0.5969079732894897,-0.04943537,0,0.6477528214454651,0.6224695444107056,-0.048229456,0,0.5834379196166992,0.5674507021903992,-0.0619573,0,0.5880963206291199,0.6032235026359558,-0.046593834,0,0.6065753698348999,0.6243736743927002,-0.034689233,0,0.6183985471725464,0.6563122272491455,-0.054653265,0,0.5712603330612183,0.6108826398849487,-0.062940665,0,0.5784938931465149,0.6354236006736755,-0.049839932,0,0.5948959589004517,0.6553349494934082,-0.038481113,0
num1,0.3345962464809418,0.9070688486099243,8.193232758912927e-08,0,0.3474770188331604,0.8406205177307129,-0.001431815,0,0.3860076665878296,0.7782217860221863,-0.012197549,0,0.43002983927726746,0.7467322945594788,-0.024647621,0,0.46260422468185425,0.7351611256599426,-0.035837494,0,0.359153688,0.7506692409515381,-0.024618724,0,0.402748168,0.6954050660133362,-0.041998882,0,0.43115904927253723,0.665341318,-0.051297527,0,0.45231741666793823,0.6424756646156311,-0.057348754,0,0.371034712,0.7821068167686462,-0.036273312,0,0.4437607526779175,0.7473363280296326,-0.058882628,0,0.44361981749534607,0.7777915596961975,-0.061482802,0,0.42717984318733215,0.7935498952865601,-0.059793741,0,0.38860079646110535,0.8227028846740723,-0.04693751,0,0.4609091281890869,0.7849617600440979,-0.064351611,0,0.45524632930755615,0.8104425072669983,-0.052697495,0,0.4375270903110504,0.823263407,-0.041500177,0,0.40703028440475464,0.8663579225540161,-0.057994727,0,0.4689144194126129,0.8313109874725342,-0.064677469,0,0.46813642978668213,0.8440969586372375,-0.053233538,0,0.4563623070716858,0.8531450033187866,-0.043750744,0,0.7004944086074829,0.7663364410400391,-8.22E-08,0,0.7109053730964661,0.6897552013397217,0.009915403,0,0.6978439688682556,0.6188165545463562,0.00411212,0,0.6630879640579224,0.5838236212730408,-0.004846862,0,0.6272860169410706,0.5777251720428467,-0.016171217,0,0.7089230418205261,0.568605363,-0.017849013,0,0.6851945519447327,0.47141948342323303,-0.034393609,0,0.6727425456047058,0.41588473320007324,-0.042500116,0,0.6653848886489868,0.3693733215332031,-0.048340023,0,0.6876519918441772,0.5869431495666504,-0.031380005,0,0.6157811880111694,0.528640091,-0.050095964,0,0.6105219125747681,0.5692325234413147,-0.046746913,0,0.6289260983467102,0.5929523706436157,-0.042244654,0,0.6606398820877075,0.6154736280441284,-0.043142553,0,0.5931796431541443,0.562680721,-0.057701938,0,0.5938417315483093,0.5995774269104004,-0.042392958,0,0.6133583784103394,0.617980421,-0.030143138,0,0.6332731246948242,0.6470775008201599,-0.054132011,0,0.5799965858459473,0.6031824350357056,-0.062637888,0,0.5826355218887329,0.6312465667724609,-0.049207117,0,0.5984581708908081,0.6512441039085388,-0.037126224,0
num1,0.30382809042930603,0.8277307152748108,1.5866305602685316e-07,0,0.3503093719482422,0.7825905084609985,-0.003679585,0,0.37998953461647034,0.7295209765434265,-0.015260397,0,0.4017834961414337,0.6910426020622253,-0.029550051,0,0.41739794611930847,0.659623921,-0.043501172,0,0.32782408595085144,0.6392546892166138,-0.025045726,0,0.33487066626548767,0.5747467875480652,-0.042193618,0,0.342245489,0.5282109975814819,-0.054013375,0,0.3468984365463257,0.49017226696014404,-0.063499101,0,0.30728036165237427,0.6500048637390137,-0.03620759,0,0.36245548725128174,0.63144505,-0.058056898,0,0.391016424,0.6658110022544861,-0.063904308,0,0.3998659551143646,0.6941430568695068,-0.06583564,0,0.29722505807876587,0.68199569,-0.046625793,0,0.35376012325286865,0.6646059155464172,-0.064969808,0,0.3785178065299988,0.6964176893234253,-0.057855099,0,0.3829827606678009,0.7229586839675903,-0.050792105,0,0.2971054017543793,0.7233650088310242,-0.057928205,0,0.3422735631465912,0.7039653658866882,-0.069982968,0,0.36672958731651306,0.7209685444831848,-0.063028611,0,0.37662139534950256,0.7391895055770874,-0.055732083,0,0.7107583284378052,0.7734533548355103,-1.11E-07,0,0.7155687808990479,0.6953297257423401,0.013775750994682312,0,0.7023236751556396,0.6247090101242065,0.009246207,0,0.6702456474304199,0.5889895558357239,0.000691255,0,0.6364580392837524,0.5811879634857178,-0.009615991,0,0.7145114541053772,0.5682644844055176,-0.012563968,0,0.6926390528678894,0.47259724140167236,-0.030813493,0,0.6810835003852844,0.41561681032180786,-0.04156173,0,0.6741561889648438,0.36752867698669434,-0.049563874,0,0.6988920569419861,0.5884190201759338,-0.028298635,0,0.6228382587432861,0.5320447683334351,-0.048322365,0,0.6187649965286255,0.5755961537361145,-0.045717143,0,0.638995349,0.5987710952758789,-0.041812699,0,0.6748261451721191,0.6176709532737732,-0.042466924,0,0.6008650064468384,0.566987157,-0.057026591,0,0.6024488210678101,0.6071574687957764,-0.040786918,0,0.6249023079872131,0.6236141324043274,-0.028307846,0,0.6492353677749634,0.6492139101028442,-0.055887002,0,0.5892133712768555,0.6123459339141846,-0.06446173,0,0.5920810103416443,0.643307626,-0.051350273,0,0.6101813316345215,0.6599517464637756,-0.039767858,0
num1,0.28276053071022034,0.7646824717521667,4.20102068687811e-08,0,0.32625195384025574,0.7220709323883057,-0.012093401,0,0.3579424023628235,0.6582618355751038,-0.023074361,0,0.3731836974620819,0.6051037907600403,-0.036710273,0,0.3589332103729248,0.572805643,-0.050518997,0,0.311275452,0.5605995059013367,-0.017582461,0,0.31223297119140625,0.47809267044067383,-0.035454869,0,0.3141595423221588,0.4272215962409973,-0.048771396,0,0.314075768,0.3826117515563965,-0.059323739,0,0.2837953567504883,0.5704041719436646,-0.026223253,0,0.3064836263656616,0.5286259055137634,-0.05589984,0,0.33238890767097473,0.574660599,-0.067508072,0,0.3403315246105194,0.6142833232879639,-0.070358023,0,0.25981736183166504,0.5957821607589722,-0.035648506,0,0.28147974610328674,0.5559640526771545,-0.06269975,0,0.30854398012161255,0.6002258658409119,-0.061530117,0,0.3175202012062073,0.6395614743232727,-0.055085786,0,0.23855158686637878,0.632133961,-0.046563692,0,0.25882163643836975,0.5976760387420654,-0.066132672,0,0.2866179645061493,0.6218127608299255,-0.064684272,0,0.30174467,0.6519197225570679,-0.059481658,0,0.7147727012634277,0.7847374677658081,-1.30E-07,0,0.7175252437591553,0.7039279937744141,0.013561973348259926,0,0.7045289278030396,0.6318531632423401,0.007381686,0,0.6734762191772461,0.5944340229034424,-0.003081999,0,0.6400647759437561,0.5850008726119995,-0.015686261,0,0.7187240719795227,0.5737336277961731,-0.01513919,0,0.6943999528884888,0.4791446626186371,-0.034737058,0,0.6818450689315796,0.4211996793746948,-0.046685111,0,0.6743218898773193,0.37198442220687866,-0.05593567,0,0.7046583890914917,0.595317543,-0.031645376,0,0.6235637664794922,0.5415892004966736,-0.052838512,0,0.6190754175186157,0.584821343,-0.050617978,0,0.640590489,0.606685221,-0.047533151,0,0.6821304559707642,0.6269546747207642,-0.046625551,0,0.6034970283508301,0.5795542597770691,-0.062069692,0,0.6046605110168457,0.6172829270362854,-0.046254177,0,0.6289078593254089,0.632360041,-0.034611214,0,0.6580235958099365,0.6607763171195984,-0.060929231,0,0.5946846604347229,0.6265285611152649,-0.07111682,0,0.5964255928993225,0.6558924913406372,-0.059487239,0,0.6161813139915466,0.6726599335670471,-0.049211189,0
num1,0.24427743256092072,0.7334595322608948,1.7345701053272933e-07,0,0.29047152400016785,0.6865840554237366,-0.016759796,0,0.32354864478111267,0.6170552372932434,-0.027949734,0,0.32999563217163086,0.5568491816520691,-0.040732875,0,0.30143269896507263,0.5244531631469727,-0.053941395,0,0.2907485067844391,0.5257241725921631,-0.014686924,0,0.2939589321613312,0.43398308753967285,-0.031367075,0,0.29828140139579773,0.38086360692977905,-0.041897211,0,0.29910194873809814,0.3321777582168579,-0.049451534,0,0.25940263271331787,0.5327599048614502,-0.019675609,0,0.27070823311805725,0.46847888827323914,-0.051189207,0,0.2892405390739441,0.5262877941131592,-0.060470715,0,0.2920777499675751,0.5757001638412476,-0.058960017,0,0.22901153564453125,0.55248332,-0.026081711,0,0.2384600043296814,0.49081334471702576,-0.054699451,0,0.2602595388889313,0.542015553,-0.048141565,0,0.2652800381183624,0.5891860127449036,-0.03543026,0,0.19777783751487732,0.5824550986289978,-0.034156322,0,0.20202678442001343,0.5239381790161133,-0.053898051,0,0.22823864221572876,0.544630229,-0.047557808,0,0.24221503734588623,0.576507568,-0.03711798,0,0.715198815,0.7928962707519531,-1.75E-07,0,0.6716497540473938,0.7315454483032227,0.004604303,0,0.6501805186271667,0.6688989996910095,-0.006208354,0,0.6242467164993286,0.6284624338150024,-0.019608384,0,0.5967863202095032,0.6175506711006165,-0.033660367,0,0.7197638750076294,0.5734052658081055,-0.017456325,0,0.6943715214729309,0.48535075783729553,-0.038738988,0,0.681659997,0.4262796640396118,-0.056345522,0,0.6742343306541443,0.3757399916648865,-0.070955984,0,0.7166479229927063,0.59558928,-0.03039722,0,0.6296243667602539,0.5472908616065979,-0.053219661,0,0.6192472577095032,0.592884898,-0.055340581,0,0.6385459899902344,0.616162896,-0.056199986,0,0.6977519989013672,0.6270787715911865,-0.04277052,0,0.613221288,0.5884026288986206,-0.059721235,0,0.6084608435630798,0.6274284720420837,-0.045701977,0,0.6319023370742798,0.6434202194213867,-0.035842534,0,0.6707248091697693,0.6615459322929382,-0.055631228,0,0.6025024652481079,0.6336072683334351,-0.068468817,0,0.5991212725639343,0.6649898290634155,-0.058985781,0,0.6183816194534302,0.6832808256149292,-0.050365619,0
num1,0.2243638038635254,0.7255598902702332,3.0892508107172034e-08,0,0.2711656391620636,0.6764122247695923,-0.016289214,0,0.30347055196762085,0.6051563620567322,-0.025874041,0,0.29826992750167847,0.5447819232940674,-0.037246004,0,0.2665925621986389,0.5105566382408142,-0.048950914,0,0.28121188282966614,0.5119661688804626,-0.01180933,0,0.28803932666778564,0.4169308543205261,-0.028039457,0,0.29257336258888245,0.36143389344215393,-0.038344909,0,0.2930077612400055,0.3119020462036133,-0.046106454,0,0.24445372819900513,0.5147765278816223,-0.016459759,0,0.2515285611152649,0.45562905073165894,-0.047142729,0,0.260624498,0.5172574520111084,-0.056097209,0,0.2601545453071594,0.562461257,-0.054693602,0,0.21148046851158142,0.5301855206489563,-0.02266454,0,0.21420300006866455,0.47002455592155457,-0.049493011,0,0.2310602068901062,0.5233399271965027,-0.042284582,0,0.23433446884155273,0.5671892762184143,-0.030186595,0,0.17814795672893524,0.5559330582618713,-0.030640282,0,0.17669719457626343,0.499237061,-0.047947984,0,0.19710484147071838,0.5246042013168335,-0.040244859,0,0.2081485390663147,0.5547100305557251,-0.029615195,0,0.7127830982208252,0.8121222853660583,-1.86E-07,0,0.6463249325752258,0.7492344379425049,-0.003667982,0,0.6179310083389282,0.6806576251983643,-0.017795527,0,0.6009843349456787,0.62881124,-0.034110989,0,0.5872128009796143,0.5973626971244812,-0.050250761,0,0.704694927,0.5824426412582397,-0.019147601,0,0.6884962320327759,0.49740296602249146,-0.040126834,0,0.6764473915100098,0.43869268894195557,-0.054653686,0,0.6694430708885193,0.38937488198280334,-0.067209318,0,0.719811738,0.5998562574386597,-0.030493902,0,0.6352885961532593,0.5560272932052612,-0.055869874,0,0.6199800968170166,0.6055235862731934,-0.054830026,0,0.637019157,0.6326503157615662,-0.052123971,0,0.7149224877357483,0.6285287141799927,-0.043098457,0,0.6277472376823425,0.5945475697517395,-0.065773375,0,0.6198832988739014,0.6364638209342957,-0.049329139,0,0.6410273313522339,0.6577389240264893,-0.036323901,0,0.6969714164733887,0.6629247665405273,-0.057069946,0,0.6259759068489075,0.6358857750892639,-0.07445202,0,0.6190571784973145,0.6693827509880066,-0.065070502,0,0.6341751217842102,0.6940401196479797,-0.055667043,0
num1,0.21729280054569244,0.7273151874542236,3.0077469403977375e-08,0,0.26155537366867065,0.6868893504142761,-0.024899559,0,0.28680625557899475,0.6145864129066467,-0.03583777,0,0.27463260293006897,0.551667333,-0.04668238,0,0.24130654335021973,0.5164409279823303,-0.056861449,0,0.2777290344238281,0.5146875381469727,-0.014934899,0,0.28884023427963257,0.42124634981155396,-0.03171071,0,0.2946907877922058,0.3660404086112976,-0.043263748,0,0.296338826,0.31830939650535583,-0.052074552,0,0.23978088796138763,0.5146447420120239,-0.015639571,0,0.23797646164894104,0.4526621103286743,-0.049094293,0,0.24225369095802307,0.5080651044845581,-0.06136917,0,0.2431565821170807,0.5537788271903992,-0.061238207,0,0.2051393687725067,0.5277848839759827,-0.018747129,0,0.20022927224636078,0.4749036431312561,-0.048350159,0,0.21327704191207886,0.5239006876945496,-0.046281587,0,0.21828408539295197,0.5656490325927734,-0.036557231,0,0.17316612601280212,0.5500330328941345,-0.024229689,0,0.16997560858726501,0.5006611943244934,-0.042438477,0,0.18418431282043457,0.5262311100959778,-0.037414674,0,0.1923716962337494,0.556410551,-0.028463021,0,0.703106701,0.8312628269195557,-2.44E-07,0,0.6408711075782776,0.7712777853012085,-0.0066463,0,0.6055029630661011,0.693972111,-0.020574886,0,0.587422252,0.634577751,-0.038934886,0,0.598290205,0.6089423894882202,-0.056459125,0,0.686916173,0.5907397866249084,-0.006302505,0,0.6738564372062683,0.506414533,-0.025070092,0,0.6650108695030212,0.45079511404037476,-0.03657392,0,0.6618177890777588,0.40402156114578247,-0.047048118,0,0.7114667296409607,0.6048790216445923,-0.019798152,0,0.6392215490341187,0.5695122480392456,-0.049724299,0,0.6196542978286743,0.6243423223495483,-0.050295971,0,0.6334111094474792,0.6533315181732178,-0.045044791,0,0.7221296429634094,0.6321882605552673,-0.035998069,0,0.6434672474861145,0.6073348522186279,-0.06268248,0,0.6302767395973206,0.6549654006958008,-0.047253139,0,0.648319423,0.6773389577865601,-0.031936124,0,0.7204121947288513,0.668463945,-0.054424785,0,0.6547914743423462,0.6434904336929321,-0.072082914,0,0.640787661,0.6782248616218567,-0.062012631,0,0.6539360880851746,0.7028475403785706,-0.050646111,0
num1,0.21473746001720428,0.7397424578666687,-3.55E-09,0,0.2592566907405853,0.6989363431930542,-0.025971573,0,0.27633243799209595,0.6266764998435974,-0.036248252,0,0.25159284472465515,0.5668664574623108,-0.046064608,0,0.21829819679260254,0.5342985987663269,-0.054867819,0,0.276720256,0.5285090804100037,-0.01356714,0,0.29033374786376953,0.43481260538101196,-0.029355654,0,0.2957506775856018,0.37670978903770447,-0.040001515,0,0.2979587912559509,0.32967251539230347,-0.04834041,0,0.23740418255329132,0.5269478559494019,-0.013171257,0,0.22863465547561646,0.47088852524757385,-0.04582553,0,0.22602608799934387,0.5213429927825928,-0.057247739,0,0.22912739217281342,0.5642891526222229,-0.056508482,0,0.202073336,0.5404048562049866,-0.015547642,0,0.1904769241809845,0.4897596836090088,-0.044805665,0,0.19638660550117493,0.5316701531410217,-0.043630462,0,0.20296214520931244,0.5680902004241943,-0.034561291,0,0.1713707149028778,0.564036489,-0.020432403,0,0.159286767,0.5164692997932434,-0.03906427,0,0.1690451055765152,0.5384019613265991,-0.035121217,0,0.17997117340564728,0.566170335,-0.026608659,0,0.6729702353477478,0.8205416798591614,-9.93E-08,0,0.6333242058753967,0.7889194488525391,-0.007773382,0,0.5930129289627075,0.7041679620742798,-0.017805042,0,0.5850796699523926,0.6335036754608154,-0.032004964,0,0.6184029579162598,0.6168208122253418,-0.046451531,0,0.662236214,0.6031400561332703,-0.001046332,0,0.6496762037277222,0.516928494,-0.019949526,0,0.641113281,0.4608182907104492,-0.031272948,0,0.6391018033027649,0.41165733337402344,-0.041953854,0,0.69473666,0.6078610420227051,-0.013528125,0,0.6332393884658813,0.5725434422492981,-0.041500922,0,0.619647741,0.6439635753631592,-0.035783716,0,0.6392665505409241,0.667037845,-0.024342937,0,0.7155529260635376,0.6326995491981506,-0.030210258,0,0.6515042185783386,0.6031264662742615,-0.059336863,0,0.6379159688949585,0.6680712699890137,-0.03998252,0,0.6602774858474731,0.6872495412826538,-0.019621693,0,0.7277193069458008,0.6692607998847961,-0.048990514,0,0.6710453629493713,0.6446443200111389,-0.071693055,0,0.6565573215484619,0.692038894,-0.061939839,0,0.6740047335624695,0.7141551375389099,-0.049797043,0
num1,0.2150956094264984,0.7542554140090942,1.9068282952616755e-08,0,0.25475648045539856,0.7145445942878723,-0.032101255,0,0.2672840356826782,0.6419512629508972,-0.044637542,0,0.23530595004558563,0.5868338346481323,-0.055273902,0,0.1985122263431549,0.5575228333473206,-0.064107485,0,0.27127107977867126,0.5381861925125122,-0.018734721,0,0.2846358120441437,0.44547873735427856,-0.037038319,0,0.29057633876800537,0.38817891478538513,-0.049112607,0,0.29220134019851685,0.34065142273902893,-0.058112293,0,0.23099425435066223,0.5367096662521362,-0.015692078,0,0.21975944936275482,0.4888609051704407,-0.050136454,0,0.22108928859233856,0.5451299548149109,-0.061907958,0,0.22686658799648285,0.5884344577789307,-0.06109608,0,0.1953832358121872,0.5502337217330933,-0.016249742,0,0.18416599929332733,0.5147182941436768,-0.049049515,0,0.19203594326972961,0.5631521940231323,-0.049113825,0,0.19928303360939026,0.5971066355705261,-0.0397898,0,0.16444367170333862,0.572976828,-0.019728541,0,0.15300202369689941,0.5314940810203552,-0.040945865,0,0.1618836671113968,0.5574866533279419,-0.038050223,0,0.17153458297252655,0.5833069682121277,-0.02958039,0,0.6882569193840027,0.841678262,-2.53E-07,0,0.6388084292411804,0.8049201965332031,-0.013663643,0,0.5952063798904419,0.7199966311454773,-0.02816575,0,0.5897807478904724,0.644418478,-0.046292949,0,0.6289223432540894,0.6258443593978882,-0.062735721,0,0.6446213722229004,0.614469051,-0.006887523,0,0.6350553035736084,0.5204809308052063,-0.028086143,0,0.6292421817779541,0.46483802795410156,-0.037806466,0,0.6283034086227417,0.41800010204315186,-0.046717517,0,0.6795913577079773,0.619822085,-0.016189225,0,0.6357718706130981,0.5751113295555115,-0.051361948,0,0.6224299073219299,0.6443488001823425,-0.050371032,0,0.6333361864089966,0.6793417930603027,-0.040439516,0,0.707036555,0.6404569745063782,-0.029498111,0,0.6543441414833069,0.6134862303733826,-0.061433278,0,0.644735575,0.6784881353378296,-0.046316952,0,0.6616166234016418,0.704331636,-0.02816271,0,0.7280709147453308,0.6717680096626282,-0.04523119,0,0.6756435036659241,0.6513832807540894,-0.063868344,0,0.6654630899429321,0.6943840384483337,-0.055201508,0,0.6807479858398438,0.7151828408241272,-0.04429004,0
num1,0.21464182436466217,0.7612006068229675,4.708736067726704e-09,0,0.25449079275131226,0.7198446989059448,-0.034785975,0,0.26519155502319336,0.6464158892631531,-0.046774816,0,0.22713670134544373,0.5919431447982788,-0.055767067,0,0.18928520381450653,0.5656705498695374,-0.062263254,0,0.2704565227031708,0.5429706573486328,-0.017887367,0,0.27846086025238037,0.4488818049430847,-0.035412688,0,0.28038501739501953,0.39254409074783325,-0.046985582,0,0.2806040644645691,0.3463115096092224,-0.055577245,0,0.22906678915023804,0.5419481992721558,-0.013234078,0,0.21714133024215698,0.49715906381607056,-0.047203794,0,0.21464866399765015,0.5518428683280945,-0.05963001,0,0.2199832946062088,0.5936325788497925,-0.058896463,0,0.1926572471857071,0.5550252199172974,-0.012623531,0,0.18105894327163696,0.5229594707489014,-0.046421994,0,0.18555237352848053,0.5714137554168701,-0.048707318,0,0.19254060089588165,0.6047845482826233,-0.04013449,0,0.1620771884918213,0.5774831771850586,-0.014971984,0,0.14751580357551575,0.5414494276046753,-0.037353735,0,0.153703511,0.5664710998535156,-0.036059633,0,0.16259457170963287,0.5913098454475403,-0.028155325,0,0.6925012469291687,0.8501424193382263,-2.37E-07,0,0.6413812041282654,0.8152806162834167,-0.012283579,0,0.5932735800743103,0.728739321,-0.023594521,0,0.5893495082855225,0.650511622,-0.038635634,0,0.6324552297592163,0.6302573084831238,-0.052854579,0,0.637313187,0.6240673065185547,-0.003283581,0,0.6268691420555115,0.5298756957054138,-0.022633417,0,0.6215661764144897,0.47267934679985046,-0.033615608,0,0.6220587491989136,0.42378973960876465,-0.043811072,0,0.6712812781333923,0.6269696950912476,-0.01316334,0,0.6368929147720337,0.5768597722053528,-0.048929531,0,0.6246944069862366,0.6444307565689087,-0.051250346,0,0.6321658492088318,0.6845728158950806,-0.043063313,0,0.7007431387901306,0.6450768709182739,-0.026520187,0,0.6595289707183838,0.6116175055503845,-0.059359547,0,0.649249792,0.6770802140235901,-0.045711469,0,0.660920262,0.7095577716827393,-0.027533915,0,0.7274497747421265,0.6749222874641418,-0.042046484,0,0.6840304732322693,0.6484180092811584,-0.061165392,0,0.672583282,0.6917514204978943,-0.051757336,0,0.6848337054252625,0.7164363265037537,-0.040044721,0
